transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
SIPU776W8H61ST,4.17E+15,dki,Dr. Juli Megantara,M,1984,2P,Gondangdia - Senen,1,B00285P,Cut Meutia,-6.187542,106.83294,25,4/3/2023 6:19,B06053P,Selatan St. Gondangdia,-6.187059,106.8329,26,4/3/2023 6:56,3500
GDBJ736T1W03FP,5.02E+11,flazz,"Tgk. Talia Mangunsong, S.E.I",M,1979,6V,Ragunan - Gelora Bung Karno,1,P00228,SMK 57,-6.290967,106.82365,14,4/3/2023 6:29,P00048,Departemen Pertanian,-6.294641,106.82213,15,4/3/2023 7:06,3500
RGMW432Q3X94EA,4.63E+15,dki,Tira Saptono,M,2010,S21,Ciputat - CSW,0,B05904P,Yado I,-6.253745,106.79098,24,4/3/2023 6:04,B00053P,Antena II,-6.25033,106.79163,26,4/3/2023 6:57,3500
QMZT543A2I81UK,4.73E+18,brizzi,Unjani Usamah,F,2003,M12,Sunter Boulevard Barat - Penjaringan,0,P00131,Mangga Dua,-6.136148,106.82597,8,4/3/2023 5:17,P00008,Bandengan Selatan,-6.136318,106.80347,11,4/3/2023 6:08,3500
ROGF733S4J88ME,3.71E+14,emoney,KH. Karma Pudjiastuti,M,1972,1N,Tanah Abang - Blok M,0,B03312P,Sari Pan Pacific,-6.185037,106.82325,8,4/3/2023 5:14,B00360P,Flyover Karet 2,-6.214808,106.81847,17,4/3/2023 5:58,3500
TNYA703K8B81VC,2.13E+14,emoney,Tgk. Cagak Zulaika,F,1993,D32,Cinere - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,12,4/3/2023 5:02,B00221P,Bundaran Senayan 1,-6.227445,106.80187,14,4/3/2023 5:26,20000
DBGR006W5T22KJ,3.52E+15,dki,Marsito Anggriawan,M,1992,M7,Kampung Rambutan - Monas,0,P00010,Bank Indonesia Arah Utara,-6.182776,106.8228,26,4/3/2023 6:01,P00137,Monas,-6.176248,106.82286,27,4/3/2023 6:24,3500
EEYC506C6E43HD,2.13E+14,emoney,drg. Zamira Nurdiyanti,M,1979,13,Ciledug - Tendean,0,P00106,Kebayoran Lama,-6.23834,106.77752,7,4/3/2023 5:44,P00259,Tirtayasa,-6.239207,106.80777,11,4/3/2023 6:36,3500
WFHK459L6B02NM,4.16E+18,brizzi,Baktiono Prakasa,F,1981,6U,Blok M - Pasar Minggu,0,B05099P,Simpang Rawa Barat,-6.238408,106.81489,7,4/3/2023 5:46,B06291P,Jati Padang 2,-6.285637,106.82632,21,4/3/2023 6:36,3500
POBP212X0J15IC,4.31E+12,online,Puspa Sihombing,F,2012,9D,Pasar Minggu - Tanah Abang,1,P00056,Explorer Tanah Abang,-6.184305,106.81158,44,4/3/2023 5:56,B01787P,JPO Blok G,-6.188861,106.81135,47,4/3/2023 6:30,3500
TVHS564M5J08TK,4.61E+15,dki,Mutia Latupono,M,2002,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1,B02977P,Pospol PIK Penggilingan,-6.203442,106.93258,24,4/3/2023 5:29,P00270,Walikota Jakarta Timur,-6.21254,106.94537,30,4/3/2023 5:52,3500
SJJL364K2V61XY,3.05E+13,bni,"Gangsa Wijayanti, M.Kom.",M,1990,1E,Pondok Labu - Blok M,0,B05311P,SMKN 28,-6.284944,106.79578,10,4/3/2023 6:48,B01610P,Jln. Sungai Sambas VI,-6.246441,106.7978,19,4/3/2023 7:38,3500
CRMV378D4B36HU,4.49E+15,dki,Ajeng Pradipta,M,1975,10,Tanjung Priok - PGC 2,1,P00232,Stasiun Jatinegara Arah Utara,-6.21542,106.8742,7,4/3/2023 5:06,P00171,Permai Koja Arah Utara,-6.11413,106.89309,19,4/3/2023 5:59,3500
KQPO843J0B80NG,4.53E+15,dki,Talia Hidayanto,M,2005,2B,Harapan Indah - ASMI,1,P00028,Cakung United Tractors,-6.18324,106.92998,8,4/3/2023 5:40,P00157,Pasar Modern Harapan Indah,-6.168544,106.97431,28,4/3/2023 6:37,3500
RUQE477F7N96ZC,3.50E+15,dki,drg. Cecep Rahimah,M,1982,1Q,Rempoa - Blok M,1,B02374P,Masjid Pondok Indah 2,-6.261469,106.78201,15,4/3/2023 5:55,B03132P,RS Dr Suyoto,-6.267779,106.76599,24,4/3/2023 6:39,3500
AYMT524D3D78QA,3.45E+14,emoney,Wahyu Wibisono,F,1985,10K,Tanjung Priok - Senen via Taman BMW,0,B02627P,Ps. Kemayoran,-6.161032,106.8549,22,4/3/2023 6:01,B03201P,RSPAD 3,-6.175462,106.83922,36,4/3/2023 6:37,3500
URTT063A4E83CL,4.93E+12,online,Dartono Natsir,M,2006,5C,PGC - Juanda,0,P00007,Balai Kota,-6.180488,106.82646,17,4/3/2023 6:52,P00161,Pecenongan,-6.16771,106.82819,19,4/3/2023 7:30,3500
ZDUV770Z2Q87OK,3.56E+15,dki,Cawisono Permadi,F,1987,6A,Ragunan - MH Thamrin via Kuningan,0,P00024,Buncit Indah,-6.274333,106.83029,5,4/3/2023 6:48,P00079,Imigrasi,-6.256977,106.82808,7,4/3/2023 7:19,3500
QJRE855W7D09JQ,3.01E+13,bni,Ian Prasasta,F,1990,4F,Pinang Ranti - Pulo Gadung,0,B03325P,SD Jatinegara Kaum,-6.19781,106.90496,46,4/3/2023 6:27,B02848P,Pintu Kawasan 2,-6.1896,106.90629,49,4/3/2023 6:49,3500
TBLV662E6J10QL,3.53E+15,dki,Tgk. Gawati Hardiansyah,M,1976,1P,Senen - Blok M,1,B05624P,Taman Mataram,-6.232899,106.80053,2,4/3/2023 5:04,B03314P,MH Thamrin 2,-6.188238,106.82277,16,4/3/2023 5:37,3500
OHDY707Y9C16GD,1.80E+14,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,1,P00261,Tosari,-6.196892,106.82309,2,4/3/2023 5:44,P00085,Jati Padang,-6.285431,106.82626,12,4/3/2023 6:15,3500
AVNB001A6G54LF,4.80E+18,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,0,P00015,Bidara Cina,-6.229724,106.86721,9,4/3/2023 5:40,P00297,BNN LRT,-6.245863,106.871143,12,4/3/2023 6:22,3500
IPRG491M6Z87AX,6.76E+11,flazz,"Dt. Vinsen Budiyanto, S.H.",F,2009,3,Kalideres - Bundaran HI via Veteran,1,P00091,Jembatan Gantung,-6.155513,106.74946,8,4/3/2023 5:10,P00201,Rawa Buaya,-6.153908,106.72619,11,4/3/2023 5:58,3500
QNXC164X2U58EZ,3.54E+15,dki,Unjani Mulyani,F,1987,M6,Ragunan - MH Thamrin,1,P00164,Pejaten,-6.278404,106.82972,4,4/3/2023 5:12,P00024,Buncit Indah,-6.274333,106.83029,5,4/3/2023 6:11,3500
QHMH875Y6Q27UT,6.30E+11,flazz,Winda Puspita,M,1959,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0,B05739P,The Wave,-6.214587,106.83642,7,4/3/2023 5:05,B03396P,Kota Kasablanka,-6.224688,106.84246,11,4/3/2023 5:49,3500
BPBR752F7C53IF,6.59E+15,dki,"H. Rangga Santoso, S.Farm",M,1973,9A,PGC 2 - Grogol 2,1,P00297,BNN LRT,-6.245863,106.871143,15,4/3/2023 5:52,P00033,Cawang UKI,-6.250309,106.8736,17,4/3/2023 6:29,3500
PHTV056N8C52PU,4.50E+15,dki,"Zizi Santoso, M.Kom.",M,1970,M3,Kalideres - Bundaran HI via Veteran,0,P00074,Grogol 1,-6.166824,106.78971,6,4/3/2023 6:54,P00088,Jembatan Baru,-6.154831,106.73038,12,4/3/2023 7:33,3500
WFEC002K4T07YH,4.91E+18,brizzi,Cemeti Padmasari,F,1993,7C,Cibubur - BKN,1,B00226P,Buperta Cibubur,-6.370321,106.89628,1,4/3/2023 6:46,B00248P,Cibubur Junction,-6.368735,106.89366,2,4/3/2023 7:23,3500
BQST288C3S92JM,3.56E+15,dki,Indah Habibi,M,1979,8,Lebak Bulus - Pasar Baru via Tomang,1,P00172,Permata Hijau,-6.221427,106.78325,16,4/3/2023 5:19,P00128,Lebak Bulus,-6.289413,106.77415,23,4/3/2023 5:44,3500
DHGY394H4G25GS,4.45E+12,online,R.M. Langgeng Nashiruddin,F,2008,M4,Pulo Gadung 2 - Dukuh Atas 2,0,P00127,Layur,-6.193539,106.89909,3,4/3/2023 6:51,P00269,Velodrome,-6.193468,106.8883,5,4/3/2023 7:49,3500
TLSO390F0H76CM,4.23E+12,online,Dalima Winarsih,F,2008,5F,Kampung Melayu - Tanah Abang,1,B02151P,London School,-6.205065,106.81662,8,4/3/2023 6:11,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,24,4/3/2023 6:55,3500
VLGY471E8K00HG,5.88E+11,flazz,"Raisa Putra, M.Ak",F,1989,7D,Pancoran - Kampung Rambutan,1,B04290P,Sbr. RS Moh Ridwan Meuraksa,-6.294767,106.88167,4,4/3/2023 6:08,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,14,4/3/2023 6:54,3500
WCIW036H9V52TA,1.80E+14,emoney,R.A. Puti Permadi,M,1987,9D,Pasar Minggu - Tanah Abang,0,B02541P,Otorita Asahan,-6.223991,106.8159,16,4/3/2023 5:06,B02470P,Mja Rawa Bambu,-6.292069,106.84179,44,4/3/2023 6:05,3500
PNRX352R4X55ZU,4.68E+15,dki,Paramita Budiyanto,F,1997,8C,Kebayoran Lama - Tanah Abang,1,B04301P,Sbr. RSUD Tanah Abang,-6.191139,106.81506,10,4/3/2023 6:53,B05783P,TPU Karet Bivak,-6.201241,106.814,16,4/3/2023 7:35,3500
FGIY576J9K96QI,1.80E+14,emoney,Bajragin Usada,M,2008,5,Matraman Baru - Ancol,0,P00021,Budi Utomo,-6.166063,106.83906,9,4/3/2023 17:53,P00140,Pademangan,-6.133704,106.83164,13,4/3/2023 19:19,3500
CAYG359Y2E26NZ,4.89E+15,dki,Gandi Widodo,F,1997,6C,Stasiun Tebet - Karet via Patra Kuningan,1,B03318P,Sawo Kecik Raya,-6.224852,106.85489,10,4/3/2023 17:35,P00235,Stasiun Tebet,-6.225503,106.85814,11,4/3/2023 19:00,3500
UCXG771V8L71ZT,5.71E+11,flazz,Embuh Mardhiyah,M,1982,12,Tanjung Priok - Pluit,1,P00241,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,15,4/3/2023 16:37,P00272,Walikota Jakarta Utara Arah Utara,-6.118842,106.89314,17,4/3/2023 18:20,3500
ELVF454E9T40AX,2.25E+15,dki,Tirta Siregar,F,1993,1T,Cibubur - Balai Kota,1,B00325P,Dukuh Atas 3,-6.20565,106.8225,7,4/3/2023 16:15,B02873P,Plaza Sentral,-6.216247,106.81676,12,4/3/2023 17:08,20000
FMYJ409Z0K75HJ,6.51E+15,dki,"Cagak Maheswara, S.Sos",F,1992,B14,Bekasi Barat - Kuningan,0,B01963P,Kemenkes 2,-6.2287,106.83302,8,4/3/2023 16:59,B04686P,Setiabudi Utara 2,-6.207513,106.8294,15,4/3/2023 18:15,20000
ZLCW600V5F88RI,3.58E+15,dki,"T. Dadap Pradana, M.Ak",M,2004,1Q,Rempoa - Blok M,1,B05642P,Taman Puring 2,-6.242596,106.78793,8,4/3/2023 16:47,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,20,4/3/2023 17:41,3500
SPUH389B7Z29MT,5.54E+15,dki,"Oskar Widiastuti, S.Farm",F,1997,5M,Kampung Melayu - Tanah Abang via Cikini,0,B01786P,JPO Blok E,-6.184738,106.81492,29,4/3/2023 16:54,B00159P,Blok F,-6.188552,106.81249,31,4/3/2023 18:17,3500
TTLR445M7V54XY,3.54E+15,dki,Shakila Maryadi,F,1988,9A,PGC 2 - Grogol 2,0,P00029,Cawang Ciliwung Arah Barat,-6.243292,106.86359,5,4/3/2023 17:15,P00143,Pancoran Barat Arah Barat,-6.241672,106.8372,9,4/3/2023 18:21,3500
YNXM829G2F89UP,4.56E+18,brizzi,Sari Nababan,F,2004,13,Ciledug - Tendean,0,P00096,JORR,-6.236104,106.75488,3,4/3/2023 16:10,P00044,CSW 1,-6.23994,106.79843,10,4/3/2023 17:38,3500
EPYH652O3H89ZZ,4.97E+12,online,"Hj. Ophelia Haryanti, S.Sos",M,2002,9E,Kebayoran Lama - Jelambar,0,B01792P,Juraganan,-6.220342,106.79119,6,4/3/2023 17:45,P00190,Ps. Palmerah,-6.207817,106.79695,11,4/3/2023 19:07,3500
AKEH019J3M04SX,5.02E+11,flazz,"Adikara Kurniawan, S.Sos",M,2003,M9,Pinang Ranti - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,21,4/3/2023 17:03,P00181,Pluit,-6.115795,106.79037,24,4/3/2023 18:25,3500
OYWL771V1I58ZS,3.79E+14,emoney,Aslijan Irawan,F,2009,T11,Poris Plawad - Bundaran Senayan,0,B02871P,Plaza Senayan 1,-6.224748,106.798376,23,4/3/2023 16:37,B04674P,Senayan City,-6.227767,106.798089,24,4/3/2023 18:12,3500
ZSLX355D0E21QF,6.76E+11,flazz,Fathonah Saefullah,M,1983,6V,Ragunan - Gelora Bung Karno,1,P00228,SMK 57,-6.290967,106.82365,14,4/3/2023 16:02,P00199,Ragunan,-6.305769,106.81949,16,4/3/2023 17:44,3500
XXKS292O5N63OB,2.13E+14,emoney,Darman Purwanti,M,1999,11Q,Kampung Melayu - Pulo Gebang via BKT,1,P00086,Jatinegara RS Premier,-6.221412,106.86807,2,4/3/2023 16:01,B00767P,Hero Basuki Rahmat,-6.22764,106.88296,6,4/3/2023 17:12,3500
FYBA715L7K90RR,4.97E+15,dki,Martana Suartini,F,2007,11,Pulo Gebang - Matraman,1,P00080,Imigrasi Jakarta Timur,-6.214632,106.88227,4,4/3/2023 17:14,P00234,Stasiun Klender,-6.213532,106.89866,6,4/3/2023 18:27,3500
ODIR637M5G78ED,6.76E+11,flazz,Eluh Nugroho,F,2011,1C,Pesanggrahan - Blok M,1,B04684P,Seskoal 1,-6.238155,106.77231,11,4/3/2023 17:08,B02008P,Kolong Tol Guru Saleh,-6.257605,106.76529,37,4/3/2023 18:08,3500
QTCF894R4G88HT,2.13E+14,emoney,Tgk. Ilsa Farida,M,1983,R1A,Pantai Maju - Kota,1,B01680P,Jln. Tiang Bendera III,-6.134768,106.80901,5,4/3/2023 17:40,B03165P,RS PIK 2,-6.112549,106.75264,33,4/3/2023 18:52,3500
HCUL755D8E37PW,4.68E+12,online,"Drs. Nadia Ramadan, S.Sos",M,1960,M1,Blok M - Kota,1,P00256,MH Thamrin,-6.188149,106.82299,10,4/3/2023 16:21,P00261,Tosari,-6.196892,106.82309,12,4/3/2023 18:17,3500
HYBV950C9O40PX,4.39E+15,dki,"Ibrahim Prayoga, S.H.",F,2001,7E,Kampung Rambutan - Ragunan,1,B01062P,Jln. Gabus Raya,-6.301222,106.83623,7,4/3/2023 16:24,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,16,4/3/2023 17:33,3500
YEYY278B4H32FR,4.91E+15,dki,Ega Andriani,F,1990,1P,Senen - Blok M,1,B00113P,Bank Indonesia 2,-6.182667,106.82275,18,4/3/2023 16:08,B05442P,St. Gambir 2,-6.17568,106.8307,25,4/3/2023 17:55,3500
HUJD591M7V46OW,3.79E+14,emoney,Salman Ramadan,M,1968,7D,Pancoran - Kampung Rambutan,1,B01762P,Jembatan Pintu Satu,-6.300382,106.88363,2,4/3/2023 16:35,P00029,Cawang Ciliwung Arah Barat,-6.243292,106.86359,11,4/3/2023 17:43,3500
DZRG405V4E66LH,3.47E+14,emoney,Zizi Nasyiah,M,1985,6H,Senen - Lebak Bulus,0,B02840P,Pintu Air Menteng,-6.19598,106.83266,21,4/3/2023 17:26,P00103,Karet Kuningan,-6.21667,106.830737,28,4/3/2023 18:31,3500
CPBC333O4A03VR,2.25E+15,dki,"Tgk. Aris Pradipta, M.M.",F,2010,14,Jakarta International Stadium - Senen,0,B04517P,Sbr. Sunter Icon,-6.134808,106.85595,5,4/3/2023 16:34,B00292P,Danau Agung 1,-6.147281,106.8582,8,4/3/2023 17:26,3500
CZKI435A5L57FO,6.39E+11,flazz,"Galang Megantara, S.Ked",M,1989,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/3/2023 16:47,B01745P,Jembatan Item,-6.130078,106.85492,13,4/3/2023 18:44,3500
JVBJ419W2O33ZZ,4.95E+15,dki,Rahayu Rahayu,F,2006,5M,Kampung Melayu - Tanah Abang via Cikini,0,B01786P,JPO Blok E,-6.184738,106.81492,29,4/3/2023 16:12,B02830P,Pharmin,-6.182988,106.81306,30,4/3/2023 18:05,3500
TSGM259F6P64OW,3.54E+15,dki,"Dr. Zulfa Tamba, S.E.I",M,1986,2,Pulo Gadung - Monas,1,P00037,Cempaka Tengah,-6.170398,106.86659,8,4/3/2023 16:56,P00192,Pulo Gadung 1,-6.183239,106.90907,15,4/3/2023 18:25,3500
GSFK527C6K63FK,3.44E+14,emoney,"R. Mila Wahyuni, S.Sos",F,2006,R1A,Pantai Maju - Kota,0,B05252P,SMAK Penabur Enam 1,-6.114247,106.77389,17,4/3/2023 17:00,B00079P,Aston Pluit 1,-6.124693,106.79511,28,4/3/2023 18:42,3500
UWPN677R7U96ET,4.02E+15,dki,Aurora Hasanah,F,1990,M11,Pulo Gebang - Pulo Gadung 2,1,P00059,Flyover Radin Inten,-6.215982,106.92438,4,4/3/2023 17:50,P00169,Penggilingan,-6.214132,106.93961,6,4/3/2023 18:48,3500
NANH684O0O94KO,2.72E+15,dki,Asman Uyainah,F,2005,2,Pulo Gadung - Monas,1,P00014,Bermis,-6.178203,106.89859,14,4/3/2023 17:10,P00192,Pulo Gadung 1,-6.183239,106.90907,15,4/3/2023 18:37,3500
TQCI395C8U88MF,3.43E+14,emoney,Zulaikha Yulianti,F,1991,13,Ciledug - Tendean,0,P00136,Mayestik,-6.241921,106.79077,9,4/3/2023 16:17,P00259,Tirtayasa,-6.239207,106.80777,11,4/3/2023 18:12,3500
VPNY034F3G98JW,3.50E+14,emoney,Oliva Sirait,M,1983,7P,Pondok Kelapa - BKN,0,B00335P,Embun Pagi Islamic Elementary School,-6.248768,106.92911,9,4/3/2023 16:53,B02141P,Lion Center,-6.240451,106.87898,27,4/3/2023 17:45,3500
HUMU199H2R74BK,5.66E+11,flazz,Laila Simanjuntak,F,1992,11,Pulo Gebang - Matraman,0,P00224,Slamet Riyadi,-6.208533,106.85929,16,4/3/2023 17:20,P00134,Matraman 1,-6.19998,106.85443,18,4/3/2023 18:34,3500
NZSN979W2J78WG,3.53E+15,dki,Puti Paris Marpaung,M,2003,13B,Puri Beta - Pancoran Barat,0,P00200,Rawa Barat,-6.238947,106.81624,12,4/3/2023 16:45,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,13,4/3/2023 18:05,3500
HBEM772F9O41VY,3.40E+14,emoney,Tgk. Garda Utami,F,2010,M7,Kampung Rambutan - Monas,1,P00051,Dukuh Atas,-6.205702,106.82223,5,4/3/2023 17:08,P00060,Flyover Raya Bogor,-6.3065,106.8657,24,4/3/2023 18:08,3500
QLDR614W7F89ZJ,4.29E+12,online,Lutfan Hakim,M,2011,T21,Palem Semi - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,9,4/3/2023 17:01,B05544P,Summitmas,-6.225826,106.80402,10,4/3/2023 18:33,20000
TNTE356V7O71NF,2.13E+14,emoney,Restu Waluyo,F,1984,12A,Pelabuhan Kaliadem - Kota,1,P00008,Bandengan Selatan,-6.136318,106.80347,2,4/3/2023 16:47,B02805P,Perumahan Buddha Tzu Chi 2,-6.107634,106.77184,17,4/3/2023 18:20,3500
DLHS226L5B41GW,4.29E+15,dki,Gara Sitompul,F,1999,9D,Pasar Minggu - Tanah Abang,1,B00694P,Grand Sahid,-6.210975,106.82059,31,4/3/2023 16:47,P00256,MH Thamrin,-6.188149,106.82299,37,4/3/2023 17:43,3500
WHIW427O9T27ZC,1.80E+14,emoney,Daryani Prabowo,M,1989,1,Blok M - Kota,0,P00133,Masjid Agung,-6.236483,106.79845,2,4/3/2023 16:25,P00183,Polda Metro Jaya,-6.221094,106.81028,5,4/3/2023 17:44,3500
YBPQ004N4L63TY,3.41E+14,emoney,"Yance Pratama, S.Kom",F,1994,6N,Ragunan - Blok M via Kemang,0,B00037P,Ampera 3,-6.291196,106.81706,4,4/3/2023 17:16,B01272P,Jln. Kenanga,-6.287468,106.81848,7,4/3/2023 18:33,3500
WNSS942V6G54MH,1.80E+14,emoney,"Zalindra Irawan, M.TI.",M,1992,M8,Lebak Bulus - Pasar Baru,1,P00209,RS Tarakan,-6.171146,106.81011,21,4/3/2023 17:04,P00161,Pecenongan,-6.16771,106.82819,23,4/3/2023 18:32,3500
ZREU174C0I80YR,3.74E+14,emoney,"Jamal Pudjiastuti, S.I.Kom",F,1981,B21,Bekasi Timur - Cawang,0,P00019,BTC,-6.258292,107.02069,8,4/3/2023 16:59,P00297,BNN LRT,-6.245863,106.871143,13,4/3/2023 18:23,3500
LUHQ016E0I55DV,5.13E+15,dki,Suci Wacana,M,1985,12A,Pelabuhan Kaliadem - Kota,0,B02804P,Perumahan Buddha Tzu Chi 1,-6.107548,106.77192,1,4/3/2023 16:49,B02489P,Muara Angke,-6.110009,106.77471,3,4/3/2023 17:51,3500
BXVS080I7X46TX,3.55E+15,dki,"Mustofa Wijayanti, M.Farm",M,1981,1T,Cibubur - Balai Kota,1,B05773P,Tosari 1,-6.199166,106.82334,6,4/3/2023 17:54,B00325P,Dukuh Atas 3,-6.20565,106.8225,7,4/3/2023 19:39,20000
HDCE001G5Z40TA,5.88E+11,flazz,Drs. Harjo Nurdiyanti,M,1986,14,Jakarta International Stadium - Senen,1,B06066P,Polres Metro Jakpus,-6.159496,106.8514,7,4/3/2023 16:41,B06067P,Sunter Muara 1,-6.144331,106.85745,10,4/3/2023 18:39,3500
ERRP702W4A72PW,4.10E+12,online,Dewi Mansur,M,1994,8K,Batusari - Grogol,0,B02048P,Komplek Kodam Jaya Kb. Jeruk,-6.197819,106.77097,5,4/3/2023 17:45,B05344P,SMPN 127,-6.198939,106.7783,10,4/3/2023 19:28,3500
ADYF062Y3E52UA,1.80E+14,emoney,"Tgk. Tania Zulaika, M.Pd",F,2010,M10,PGC 2 - Tanjung Priok,0,P00196,Pulo Mas Bypass,-6.176953,106.876,12,4/3/2023 16:27,P00248,Tanjung Priok,-6.10959,106.88214,21,4/3/2023 17:33,3500
TDRW354U5T23OZ,2.24E+15,dki,Latika Sirait,M,1953,10D,Kampung Rambutan - Tanjung Priok,0,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,16,4/3/2023 16:48,P00101,Kampung Rambutan,-6.309885,106.88216,17,4/3/2023 17:44,3500
ZMJY784Z6S33DW,3.54E+15,dki,Samsul Ramadan,M,1966,M11,Pulo Gebang - Pulo Gadung 2,0,P00174,Perumnas Klender,-6.216689,106.93054,3,4/3/2023 17:18,P00102,Kampung Sumur,-6.214412,106.91189,6,4/3/2023 18:39,3500
JWJD672G1T48DP,3.57E+15,dki,"Jati Nainggolan, M.TI.",F,1987,8C,Kebayoran Lama - Tanah Abang,0,B00391P,Gandaria City,-6.243912,106.7824,3,4/3/2023 16:01,B02014P,Kompas Gramedia,-6.210472,106.79598,13,4/3/2023 17:18,3500
ODGU344M7Z62JA,2.29E+15,dki,Puspa Saptono,F,1984,M2,Pulo Gadung - Monas,1,P00195,Pulo Mas,-6.174736,106.89277,13,4/3/2023 16:37,P00014,Bermis,-6.178203,106.89859,14,4/3/2023 17:39,3500
QPVW924T9M99HO,6.76E+11,flazz,"Dr. Zaenab Wulandari, S.Ked",M,1996,12B,Pluit - Senen,0,P00013,Kota,-6.13679,106.8149,17,4/3/2023 17:19,P00146,Pangeran Jayakarta,-6.137611,106.81792,18,4/3/2023 18:55,3500
GYPR528U3I95VU,1.80E+14,emoney,T. Karna Sihombing,F,2001,5D,PGC 1 - Ancol,1,P00253,Tegalan,-6.203101,106.85715,11,4/3/2023 17:04,P00297,BNN LRT,-6.245863,106.871143,19,4/3/2023 18:56,3500
LVLK594L1V69JE,4.96E+18,brizzi,Ophelia Firmansyah,M,2000,14,Jakarta International Stadium - Senen,1,B03885P,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,3,4/3/2023 17:24,B06067P,Sunter Muara 1,-6.144331,106.85745,10,4/3/2023 19:14,3500
TETO214A6E60RN,4.91E+18,brizzi,Bakiman Budiman,F,1981,7Q,Blok M - PGC,0,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,26,4/3/2023 17:05,B02771P,Pertigaan Dewi Sartika,-6.258864,106.864131,29,4/3/2023 17:56,3500
ILRC102O5T33GZ,4.61E+18,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,1,B01947P,Kel. Srengseng,-6.203472,106.75694,29,4/3/2023 17:42,B05411P,SPBU Meruya Ilir,-6.19749,106.75352,34,4/3/2023 19:38,3500
KNQE234R6Q53RB,3.03E+13,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,1,P00154,Pasar Jatinegara,-6.215744,106.86632,10,4/3/2023 16:00,P00070,Gelanggang Remaja,-6.235445,106.86795,13,4/3/2023 17:35,3500
BSKF767T3S26SR,4.10E+18,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1,B03395P,Pal Batu 3,-6.225075,106.84149,2,4/3/2023 16:34,B04907P,Simpang Kawi Raya,-6.209476,106.83322,11,4/3/2023 17:41,3500
HTYF055B8H05QQ,4.71E+12,online,"Cut Gabriella Haryanti, S.Sos",M,1974,T21,Palem Semi - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,9,4/3/2023 17:26,B00222P,Bundaran Senayan 2,-6.227877,106.80068,12,4/3/2023 18:51,20000
YJMX977Y2G97IM,6.01E+15,dki,Kariman Rajata,M,1971,8E,Bintaro - Blok M,1,B02940P,Pool Express Tanah Kusir,-6.255345,106.76911,18,4/3/2023 16:11,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,19,4/3/2023 18:10,3500
CIZD752M0O00SS,3.57E+15,dki,"Gawati Damanik, S.E.",F,2010,5C,PGC - Juanda,1,P00021,Budi Utomo,-6.166063,106.83906,1,4/3/2023 17:05,P00118,Kramat Sentiong,-6.18798,106.84595,3,4/3/2023 19:00,3500
FWDK264F5C01ZD,2.13E+14,emoney,Fathonah Anggraini,M,2006,6M,Stasiun Manggarai - Blok M,1,P00121,Kuningan Timur,-6.234731,106.82902,8,4/3/2023 17:28,P00160,Patra Kuningan,-6.232677,106.832087,9,4/3/2023 18:51,3500
TRVM182O7B70CE,3.44E+14,emoney,dr. Gasti Budiyanto,M,1998,5C,PGC - Juanda,1,P00031,Cawang Otista,-6.243607,106.86876,14,4/3/2023 17:09,P00033,Cawang UKI,-6.250309,106.8736,17,4/3/2023 18:39,3500
GFYZ476C9P87GD,3.51E+15,dki,Jasmani Sirait,M,1975,L13E,Puri Beta - Kuningan (Express),1,P00001,Adam Malik,-6.236466,106.74786,10,4/3/2023 16:50,P00198,Puri Beta 2,-6.230532,106.72371,11,4/3/2023 18:12,3500
CXIV400T2W36BE,5.71E+11,flazz,Mumpuni Gunarto,F,1998,10D,Kampung Rambutan - Tanjung Priok,1,P00196,Pulo Mas Bypass,-6.176953,106.876,8,4/3/2023 17:36,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937,13,4/3/2023 18:59,3500
